By-foot,3283.13,2816.79,-1164.34
By-foot,3283.13,2814.79,-1164.34
By-foot,3283.13,2812.79,-1164.34
By-foot,3283.13,2810.79,-1164.34
By-foot,3283.13,2808.79,-1164.34
By-foot,3283.13,2806.79,-1164.34
By-foot,3283.13,2804.79,-1164.34
By-foot,3283.13,2802.79,-1164.34
By-foot,3283.13,2800.79,-1164.34
By-foot,3283.13,2798.79,-1164.34
By-foot,3283.13,2796.79,-1164.34
By-foot,3283.13,2794.79,-1164.34
By-foot,3283.13,2792.79,-1164.34
By-foot,3283.13,2790.79,-1164.34
By-foot,3283.13,2788.79,-1164.34
By-foot,3283.13,2786.79,-1164.34
By-foot,3283.13,2784.79,-1164.34
By-foot,3283.13,2782.79,-1164.34
By-foot,3283.13,2780.79,-1164.34
By-foot,3283.13,2778.79,-1164.34
By-foot,3283.13,2776.79,-1164.34
By-foot,3283.13,2774.79,-1164.34
By-foot,3283.13,2772.79,-1164.34
By-foot,3283.13,2770.79,-1164.34
By-foot,3283.13,2768.79,-1164.34
By-foot,3283.13,2766.79,-1164.34
